dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,lastRain,local_time
1761115620000,1.1185,1.5659,0,0,1,213,57.9,95,4.29,56.48,57.9,30.01,30.1071,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 23:47:00-07:00
1761114720000,0.0,1.5659,0,0,1,213,57.6,96,,56.47,57.6,30.01,30.1071,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 23:32:00-07:00
1761113820000,0.0,0.0,0,0,1,213,57.4,96,,56.27,57.4,30.01,30.1072,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 23:17:00-07:00
1761112920000,0.0,0.0,0,0,1,213,57.4,96,,56.27,57.4,30.01,30.1072,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 23:02:00-07:00
1761112020000,0.0,0.0,0,0,1,213,57.7,95,4.31,56.28,57.7,30.01,30.1071,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 22:47:00-07:00
1761111120000,0.0,0.0,0,0,1,213,57.9,94,,56.18,57.9,30.0,30.097,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 22:32:00-07:00
1761110220000,0.0,0.0,0,0,1,213,58.1,94,,56.38,58.1,30.0,30.097,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 22:17:00-07:00
1761109320000,0.0,0.0,0,0,1,213,58.1,93,,56.09,58.1,30.0,30.097,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 22:02:00-07:00
1761108420000,0.0,1.5659,0,0,1,213,58.6,92,4.32,56.28,58.6,29.99,30.0869,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 21:47:00-07:00
1761107520000,0.0,0.0,0,0,1,213,59.5,92,,57.17,59.5,29.99,30.0867,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 21:32:00-07:00
1761106620000,0.0,0.0,0,0,1,213,60.1,92,,57.77,60.1,29.99,30.0866,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 21:17:00-07:00
1761105720000,0.0,0.0,0,0,1,213,60.3,92,,57.96,60.3,29.99,30.0866,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 21:02:00-07:00
1761104820000,0.0,0.0,0,0,1,213,60.3,92,4.33,57.96,60.3,29.99,30.0866,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 20:47:00-07:00
1761103920000,0.0,0.0,0,0,1,213,60.6,92,,58.26,60.6,29.99,30.0865,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 20:32:00-07:00
1761103020000,0.0,0.0,0,0,1,213,61.2,92,,58.85,61.2,29.99,30.0864,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 20:17:00-07:00
1761102120000,0.0,0.0,0,0,1,213,61.9,92,,59.55,61.9,29.99,30.0863,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 20:02:00-07:00
1761101220000,0.0,1.3422,0,0,1,213,62.1,92,4.33,59.75,62.1,29.99,30.0862,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 19:47:00-07:00
1761100320000,0.2237,1.7895,0,0,1,213,62.2,91,,59.54,62.2,29.98,30.0762,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 19:32:00-07:00
1761099420000,0.4474,2.6843,0,0,1,213,62.2,90,,59.23,62.2,29.98,30.0762,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 19:17:00-07:00
1761098520000,0.0,1.5659,0,0,1,213,62.6,90,,59.62,62.6,29.97,30.0661,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 19:02:00-07:00
1761097620000,1.1185,3.1317,0,0,1,213,62.8,90,4.33,59.82,62.8,29.97,30.066,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 18:47:00-07:00
1761096720000,0.6711,2.908,0,0,1,213,63.0,90,,60.02,63.0,29.97,30.066,0,0,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 18:32:00-07:00
1761095820000,2.2369,4.0265,0,0,1,213,63.0,89,,59.7,63.0,29.97,30.066,2,360,30,4248900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 18:17:00-07:00
1761094920000,0.4474,2.6843,0,0,1,213,63.0,88,,59.39,63.0,29.96,30.056,4,720,30,4247100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 18:02:00-07:00
1761094020000,1.5659,4.0265,0,0,1,213,63.0,87,4.34,59.07,63.0,29.97,30.066,5,900,30,4243500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 17:47:00-07:00
1761093120000,0.6711,2.908,0,0,1,213,62.6,87,,58.67,62.6,29.97,30.0661,8,1440,30,4239000,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 17:32:00-07:00
1761092220000,0.0,1.7895,0,0,1,213,62.6,87,,58.67,62.6,29.97,30.0661,8,1440,30,4231800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 17:17:00-07:00
1761091320000,1.3422,2.6843,0,0,1,213,63.1,86,,58.84,63.1,29.98,30.076,5,900,30,4224600,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761091200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761091200000.json,2025-10-21,,2025-10-21 17:02:00-07:00
