dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,batt1volts,local_time
1756018020000,0.0,0.0,0,0,1,238,65.8,90,62.78,65.8,29.87,29.9652,0,0,3,6499800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755993600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755993600000.json,2025-08-23,,2025-08-23 23:47:00-07:00
1756017120000,0.0,0.0,0,0,1,238,65.8,90,62.78,65.8,29.87,29.9652,0,0,3,6499800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755993600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755993600000.json,2025-08-23,4.32,2025-08-23 23:32:00-07:00
1756016220000,0.0,0.0,0,0,1,238,66.0,90,62.98,66.0,29.87,29.9651,0,0,3,6499800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755993600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755993600000.json,2025-08-23,,2025-08-23 23:17:00-07:00
1756015320000,0.0,0.0,0,0,1,238,66.0,90,62.98,66.0,29.86,29.9551,0,0,3,6499800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755993600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755993600000.json,2025-08-23,,2025-08-23 23:02:00-07:00
1756014420000,0.0,0.0,0,0,1,238,65.8,90,62.78,65.8,29.86,29.9551,0,0,3,6499800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755993600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755993600000.json,2025-08-23,,2025-08-23 22:47:00-07:00
1756013520000,0.0,0.0,0,0,1,238,65.7,90,62.68,65.7,29.86,29.9552,0,0,3,6499800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755993600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755993600000.json,2025-08-23,4.33,2025-08-23 22:32:00-07:00
1756012620000,0.0,0.8948,0,0,1,238,65.8,90,62.78,65.8,29.85,29.9451,0,0,3,6499800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755993600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755993600000.json,2025-08-23,,2025-08-23 22:17:00-07:00
1756011720000,0.0,0.8948,0,0,1,238,66.0,89,62.66,66.0,29.85,29.9451,0,0,3,6499800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755993600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755993600000.json,2025-08-23,,2025-08-23 22:02:00-07:00
1756010820000,0.0,0.0,0,0,1,238,66.2,89,62.86,66.2,29.85,29.945,0,0,3,6499800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755993600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755993600000.json,2025-08-23,,2025-08-23 21:47:00-07:00
1756009920000,0.0,0.0,0,0,1,238,66.6,89,63.25,66.6,29.85,29.945,0,0,3,6499800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755993600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755993600000.json,2025-08-23,4.33,2025-08-23 21:32:00-07:00
