dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,feelsLike,dewPoint,passkey,time,loc,date,batt1volts,local_time
1741592700000,0.0,0.0,0,0,1,212,43.3,87,30.05,30.15,0,0,10,0,America/Los_Angeles,True,43.3,39.7,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-10,,2025-03-10 00:45:00-07:00
1741591800000,0.0,0.0,0,0,1,212,43.5,86,30.06,30.16,0,0,10,0,America/Los_Angeles,True,43.5,39.59,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-10,,2025-03-10 00:30:00-07:00
1741590900000,0.0,0.0,0,0,1,212,43.9,86,30.06,30.16,0,0,10,0,America/Los_Angeles,True,43.9,39.99,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-10,4.04,2025-03-10 00:15:00-07:00
1741590000000,0.0,0.0,0,0,1,212,43.9,87,30.07,30.17,0,0,10,7839900,America/Los_Angeles,True,43.9,40.29,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-10,,2025-03-10 00:00:00-07:00
1741589100000,0.0,0.0,0,0,1,212,44.1,86,30.07,30.1699,0,0,10,7839900,America/Los_Angeles,True,44.1,40.18,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-09,,2025-03-09 23:45:00-07:00
1741588200000,0.0,0.0,0,0,1,212,44.2,85,30.07,30.1699,0,0,10,7839900,America/Los_Angeles,True,44.2,39.98,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-09,,2025-03-09 23:30:00-07:00
1741587300000,0.0,0.0,0,0,1,212,44.4,84,30.07,30.1699,0,0,10,7839900,America/Los_Angeles,True,44.4,39.87,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-09,4.04,2025-03-09 23:15:00-07:00
1741586400000,0.0,0.0,0,0,1,212,44.4,83,30.07,30.1699,0,0,10,7839900,America/Los_Angeles,True,44.4,39.57,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-09,,2025-03-09 23:00:00-07:00
1741585500000,0.0,0.0,0,0,1,212,44.4,82,30.07,30.1699,0,0,10,7839900,America/Los_Angeles,True,44.4,39.26,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-09,,2025-03-09 22:45:00-07:00
1741584600000,0.0,0.0,0,0,1,212,44.8,81,30.07,30.1698,0,0,10,7839900,America/Los_Angeles,True,44.8,39.33,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-09,,2025-03-09 22:30:00-07:00
1741583700000,0.0,0.0,0,0,1,212,45.5,81,30.07,30.1697,0,0,10,7839900,America/Los_Angeles,True,45.5,40.01,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-09,4.05,2025-03-09 22:15:00-07:00
1741582800000,0.0,0.0,0,0,1,212,46.4,80,30.07,30.1695,0,0,10,7839900,America/Los_Angeles,True,46.4,40.57,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-09,,2025-03-09 22:00:00-07:00
1741581900000,0.0,0.0,0,0,1,212,47.1,78,30.07,30.1694,0,0,10,7839900,America/Los_Angeles,True,47.1,40.6,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-09,,2025-03-09 21:45:00-07:00
1741581000000,0.0,0.0,0,0,1,212,47.5,77,30.07,30.1693,0,0,10,7839900,America/Los_Angeles,True,47.5,40.65,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-09,,2025-03-09 21:30:00-07:00
1741580100000,0.0,0.0,0,0,1,212,48.0,76,30.07,30.1692,0,0,10,7839900,America/Los_Angeles,True,48.0,40.8,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-09,4.05,2025-03-09 21:15:00-07:00
1741579200000,0.0,0.0,0,0,1,212,48.9,73,30.08,30.179,0,0,10,7839900,America/Los_Angeles,True,48.9,40.63,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-09,,2025-03-09 21:00:00-07:00
1741578300000,0.0,0.0,0,0,1,212,50.4,70,30.09,30.1888,0,0,10,7839900,America/Los_Angeles,True,50.4,40.99,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-09,,2025-03-09 20:45:00-07:00
1741577400000,0.0,0.0,0,0,1,212,51.3,67,30.09,30.1886,0,0,10,7839900,America/Los_Angeles,True,51.3,40.72,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-09,,2025-03-09 20:30:00-07:00
1741576500000,0.0,0.0,0,0,1,212,51.8,67,30.09,30.1885,0,0,10,7839900,America/Los_Angeles,True,51.8,41.2,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-09,4.05,2025-03-09 20:15:00-07:00
1741575600000,0.0,0.0,0,0,1,212,52.0,69,30.09,30.1885,0,0,10,7839900,America/Los_Angeles,True,52.0,42.15,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-09,,2025-03-09 20:00:00-07:00
1741574700000,0.0,0.0,0,0,1,212,52.3,74,30.09,30.1884,0,0,10,7839900,America/Los_Angeles,True,52.3,44.26,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-09,,2025-03-09 19:45:00-07:00
1741573800000,0.0,0.0,0,0,1,212,52.5,79,30.1,30.1984,0,0,10,7839900,America/Los_Angeles,True,52.5,46.18,184b25e1e4b0679445bdc4f9f9a9c3f0,1741564800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741564800000.json,2025-03-09,,2025-03-09 19:30:00-07:00
