dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,local_time
1761634020000,0.4474,1.3422,0,0,1,193,57.4,96,4.3,56.27,57.4,29.94,30.0369,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 23:47:00-07:00
1761633120000,0.0,0.0,0,0,1,193,57.0,97,,56.16,57.0,29.94,30.037,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 23:32:00-07:00
1761632220000,0.0,0.0,0,0,1,193,56.3,96,,55.17,56.3,29.94,30.0372,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 23:17:00-07:00
1761631320000,0.0,0.0,0,0,1,193,56.1,95,,54.69,56.1,29.94,30.0372,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 23:02:00-07:00
1761630420000,0.0,0.0,0,0,1,193,56.1,95,4.31,54.69,56.1,29.94,30.0372,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 22:47:00-07:00
1761629520000,0.0,0.0,0,0,1,193,56.3,94,,54.59,56.3,29.94,30.0372,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 22:32:00-07:00
1761628620000,0.0,0.0,0,0,1,193,56.7,94,,54.99,56.7,29.94,30.0371,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 22:17:00-07:00
1761627720000,0.0,0.0,0,0,1,193,57.0,93,,54.99,57.0,29.94,30.037,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 22:02:00-07:00
1761626820000,0.0,0.0,0,0,1,193,57.6,92,4.32,55.29,57.6,29.93,30.0269,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 21:47:00-07:00
1761625920000,0.0,0.0,0,0,1,193,57.9,91,,55.29,57.9,29.93,30.0268,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 21:32:00-07:00
1761625020000,0.0,0.0,0,0,1,193,58.1,90,,55.18,58.1,29.93,30.0268,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 21:17:00-07:00
1761624120000,0.0,0.0,0,0,1,193,58.6,90,,55.67,58.6,29.93,30.0267,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 21:02:00-07:00
1761623220000,0.2237,1.7895,0,0,1,193,59.2,90,4.33,56.27,59.2,29.93,30.0266,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 20:47:00-07:00
1761622320000,0.2237,2.2369,0,0,1,193,59.7,90,,56.76,59.7,29.93,30.0265,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 20:32:00-07:00
1761621420000,0.0,1.5659,0,0,1,193,59.9,89,,56.65,59.9,29.93,30.0265,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 20:17:00-07:00
1761620520000,0.2237,1.5659,0,0,1,193,60.3,87,,56.41,60.3,29.92,30.0163,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 20:02:00-07:00
1761619620000,0.0,1.3422,0,0,1,193,60.6,86,4.33,56.39,60.6,29.91,30.0063,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 19:47:00-07:00
1761618720000,0.2237,2.908,0,0,1,193,61.0,85,,56.45,61.0,29.91,30.0062,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 19:32:00-07:00
1761617820000,0.4474,2.4606,0,0,1,193,61.2,84,,56.32,61.2,29.91,30.0061,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 19:17:00-07:00
1761616920000,0.0,1.7895,0,0,1,193,61.5,83,,56.29,61.5,29.91,30.0061,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 19:02:00-07:00
1761616020000,0.2237,1.5659,0,0,1,193,62.1,82,4.34,56.54,62.1,29.91,30.006,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 18:47:00-07:00
1761615120000,0.2237,2.0132,0,0,1,193,62.8,81,,56.88,62.8,29.91,30.0059,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 18:32:00-07:00
1761614220000,0.2237,2.2369,0,0,1,193,63.7,80,,57.41,63.7,29.92,30.0157,0,0,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 18:17:00-07:00
1761613320000,0.0,0.0,0,0,1,193,64.4,78,,57.39,64.4,29.91,30.0056,2,360,41,4679100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 18:02:00-07:00
1761612420000,0.0,0.0,0,0,1,193,64.9,78,4.35,57.87,64.9,29.92,30.0155,5,900,41,4677300,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 17:47:00-07:00
1761611520000,0.0,1.1185,0,0,1,193,65.1,78,,58.06,65.1,29.92,30.0155,8,1440,41,4672800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 17:32:00-07:00
1761610620000,0.8948,2.2369,0,0,1,193,65.5,79,,58.81,65.5,29.92,30.0154,11,1980,41,4665600,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 17:17:00-07:00
1761609720000,0.8948,2.2369,0,0,1,193,66.0,78,,58.94,66.0,29.92,30.0153,15,2700,41,4655700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761609600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761609600000.json,2025-10-27,2025-10-27 17:02:00-07:00
1761608820000,0.0,1.5659,0,0,1,193,66.0,78,4.36,58.94,66.0,29.92,30.0153,18,3240,41,4642200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761523200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761523200000.json,2025-10-27,2025-10-27 16:47:00-07:00
1761607920000,0.2237,1.5659,0,0,1,193,65.5,80,,59.16,65.5,29.92,30.0154,22,3960,41,4626000,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761523200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761523200000.json,2025-10-27,2025-10-27 16:32:00-07:00
1761607020000,1.1185,2.6843,0,0,1,193,64.9,82,,59.27,64.9,29.93,30.0255,57,10260,41,4606200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761523200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761523200000.json,2025-10-27,2025-10-27 16:17:00-07:00
1761606120000,0.8948,3.5791,0,0,1,193,64.6,84,,59.65,64.6,29.93,30.0256,167,30060,41,4554900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761523200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761523200000.json,2025-10-27,2025-10-27 16:02:00-07:00
1761605220000,2.0132,3.8028,0,0,1,193,64.6,84,4.38,59.65,64.6,29.94,30.0356,110,19800,41,4404600,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761523200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761523200000.json,2025-10-27,2025-10-27 15:47:00-07:00
1761604320000,1.7895,3.1317,0,0,1,193,64.6,85,,59.98,64.6,29.94,30.0356,51,9180,41,4305600,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761523200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761523200000.json,2025-10-27,2025-10-27 15:32:00-07:00
1761603420000,2.4606,3.5791,0,0,1,193,64.9,84,,59.94,64.9,29.93,30.0255,40,7200,41,4259700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761523200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761523200000.json,2025-10-27,2025-10-27 15:17:00-07:00
1761602520000,2.4606,3.5791,0,0,1,193,65.5,82,,59.85,65.5,29.93,30.0254,62,11160,41,4223700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761523200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761523200000.json,2025-10-27,2025-10-27 15:02:00-07:00
1761601620000,1.3422,3.5791,0,0,1,59,66.6,80,4.46,60.23,66.6,29.93,30.0252,50,9000,41,4167900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761523200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761523200000.json,2025-10-27,2025-10-27 14:47:00-07:00
1761600720000,0.6711,1.7895,0,0,1,30,66.9,80,,60.52,66.9,29.94,30.0352,272,48960,41,4122900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761523200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761523200000.json,2025-10-27,2025-10-27 14:32:00-07:00
1761599820000,1.1185,2.2369,0,0,1,30,66.7,80,,60.33,66.7,29.94,30.0352,401,72180,41,3878100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761523200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761523200000.json,2025-10-27,2025-10-27 14:17:00-07:00
1761598920000,0.2237,2.0132,0,0,1,30,66.7,80,,60.33,66.7,29.95,30.0453,428,77040,41,3517200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761523200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761523200000.json,2025-10-27,2025-10-27 14:02:00-07:00
1761598020000,1.1185,2.2369,0,0,1,30,66.7,80,4.67,60.33,66.7,29.96,30.0553,572,102960,41,3132000,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761523200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761523200000.json,2025-10-27,2025-10-27 13:47:00-07:00
1761597120000,1.1185,2.2369,0,0,1,30,66.6,80,,60.23,66.6,29.96,30.0553,591,106380,41,2617200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761523200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761523200000.json,2025-10-27,2025-10-27 13:32:00-07:00
