dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,batt1volts,lastRain,local_time
1758523620000,0.0,0.0,0,0,1,193,64.2,96,63.03,64.2,29.89,29.9855,0,0,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,,,2025-09-21 23:47:00-07:00
1758522720000,0.0,0.0,0,0,1,193,64.2,96,63.03,64.2,29.89,29.9855,0,0,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,,,2025-09-21 23:32:00-07:00
1758521820000,0.0,0.0,0,0,1,193,64.0,96,62.83,64.0,29.89,29.9856,0,0,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,4.32,,2025-09-21 23:17:00-07:00
1758520920000,0.0,0.0,0,0,1,193,63.9,96,62.74,63.9,29.89,29.9856,0,0,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,,,2025-09-21 23:02:00-07:00
1758520020000,0.0,0.0,0,0,1,193,63.7,95,62.24,63.7,29.9,29.9957,0,0,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,,,2025-09-21 22:47:00-07:00
1758519120000,0.0,0.0,0,0,1,193,63.5,95,62.04,63.5,29.89,29.9857,0,0,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,,,2025-09-21 22:32:00-07:00
1758518220000,0.0,1.7895,0,0,1,193,63.0,94,61.24,63.0,29.89,29.9857,0,0,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,4.33,,2025-09-21 22:17:00-07:00
1758517320000,0.0,0.0,0,0,1,193,63.0,93,60.94,63.0,29.89,29.9857,0,0,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,,,2025-09-21 22:02:00-07:00
1758516420000,0.0,0.0,0,0,1,193,63.3,93,61.24,63.3,29.89,29.9857,0,0,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,,,2025-09-21 21:47:00-07:00
1758515520000,0.0,0.0,0,0,1,193,63.7,92,61.33,63.7,29.89,29.9856,0,0,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,,,2025-09-21 21:32:00-07:00
1758514620000,0.0,0.0,0,0,1,193,64.0,92,61.63,64.0,29.89,29.9856,0,0,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,4.33,,2025-09-21 21:17:00-07:00
1758513720000,0.0,0.0,0,0,1,193,64.4,91,61.71,64.4,29.89,29.9855,0,0,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,,,2025-09-21 21:02:00-07:00
1758512820000,0.0,0.0,0,0,1,193,64.9,91,62.21,64.9,29.89,29.9854,0,0,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,,,2025-09-21 20:47:00-07:00
1758511920000,0.0,0.0,0,0,1,193,65.7,92,63.31,65.7,29.88,29.9752,0,0,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,,,2025-09-21 20:32:00-07:00
1758511020000,0.0,0.0,0,0,1,193,66.0,91,63.29,66.0,29.88,29.9752,0,0,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,4.34,,2025-09-21 20:17:00-07:00
1758510120000,0.0,0.0,0,0,1,193,66.4,90,63.37,66.4,29.88,29.9751,0,0,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,,,2025-09-21 20:02:00-07:00
1758509220000,0.0,0.0,0,0,1,193,66.9,89,63.55,66.9,29.87,29.965,0,0,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,,,2025-09-21 19:47:00-07:00
1758508320000,0.0,0.0,0,0,1,193,67.5,88,63.82,67.5,29.87,29.9649,0,0,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,,,2025-09-21 19:32:00-07:00
1758507420000,0.0,0.0,0,0,1,193,68.0,88,64.31,68.0,29.86,29.9547,0,0,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,4.34,,2025-09-21 19:17:00-07:00
1758506520000,0.0,0.0,0,0,1,193,68.4,87,64.37,69.03,29.86,29.9547,0,0,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,,,2025-09-21 19:02:00-07:00
1758505620000,0.0,0.0,0,0,1,193,68.5,86,64.14,69.09,29.86,29.9547,2,360,0,4855500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,,,2025-09-21 18:47:00-07:00
1758504720000,0.2237,1.5659,0,0,1,193,68.9,86,64.53,69.53,29.87,29.9646,5,900,0,4853700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-21,,,2025-09-21 18:32:00-07:00
