dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,passkey,time,loc,date,tz,historical,local_time
1762743060000,0.4474,2.6843,0,0,1,238,58.5,95,,57.07,58.5,30.07,30.1438,0,0,8343,7508700,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762732800000,7395c226de765e6694f274e64ffcfa1e/daily/1762732800000.json,2025-11-09,,,2025-11-09 18:51:00-08:00
1762742160000,0.4474,2.6843,0,0,1,238,58.6,95,,57.17,58.6,30.06,30.1337,0,0,8343,7508700,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762732800000,7395c226de765e6694f274e64ffcfa1e/daily/1762732800000.json,2025-11-09,,,2025-11-09 18:36:00-08:00
1762741260000,0.0,2.2369,0,0,1,238,58.8,95,4.31,57.37,58.8,30.06,30.1337,0,0,8343,7508700,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762732800000,7395c226de765e6694f274e64ffcfa1e/daily/1762732800000.json,2025-11-09,,,2025-11-09 18:21:00-08:00
1762740360000,1.7895,5.816,0,0,1,276,58.8,95,,57.37,58.8,30.06,30.1337,0,0,8343,7508700,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762732800000,7395c226de765e6694f274e64ffcfa1e/daily/1762732800000.json,2025-11-09,,,2025-11-09 18:06:00-08:00
1762739460000,2.4606,7.1582,0,0,1,285,58.8,95,,57.37,58.8,30.06,30.1337,0,0,8343,7508700,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762732800000,7395c226de765e6694f274e64ffcfa1e/daily/1762732800000.json,2025-11-09,,,2025-11-09 17:51:00-08:00
1762738560000,3.5791,7.6056,0,0,1,276,58.8,95,,57.37,58.8,30.05,30.1237,0,0,8343,7508700,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762732800000,7395c226de765e6694f274e64ffcfa1e/daily/1762732800000.json,2025-11-09,,,2025-11-09 17:36:00-08:00
1762737660000,4.6976,9.6188,0,0,1,280,59.0,94,4.3,57.27,59.0,30.05,30.1237,0,0,8343,7508700,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762732800000,7395c226de765e6694f274e64ffcfa1e/daily/1762732800000.json,2025-11-09,,,2025-11-09 17:21:00-08:00
1762736760000,3.8028,10.0662,0,0,1,283,59.0,94,,57.27,59.0,30.05,30.1237,0,0,8343,7508700,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762732800000,7395c226de765e6694f274e64ffcfa1e/daily/1762732800000.json,2025-11-09,,,2025-11-09 17:06:00-08:00
1762735860000,5.816,13.6453,0,0,1,280,59.4,94,,57.67,59.4,30.05,30.1236,4,3600,8339,7508700,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762732800000,7395c226de765e6694f274e64ffcfa1e/daily/1762732800000.json,2025-11-09,,,2025-11-09 16:51:00-08:00
1762734960000,5.816,11.8558,0,0,1,273,59.5,93,,57.47,59.5,30.04,30.1136,13,11700,8326,7505100,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762732800000,7395c226de765e6694f274e64ffcfa1e/daily/1762732800000.json,2025-11-09,,,2025-11-09 16:36:00-08:00
1762734060000,4.6976,10.2899,0,0,1,280,59.7,93,4.32,57.67,59.7,30.04,30.1135,28,25200,8298,7493400,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762732800000,7395c226de765e6694f274e64ffcfa1e/daily/1762732800000.json,2025-11-09,,,2025-11-09 16:21:00-08:00
1762733160000,5.816,14.7638,0,0,1,281,59.7,93,,57.67,59.7,30.03,30.1035,54,48600,8244,7468200,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762732800000,7395c226de765e6694f274e64ffcfa1e/daily/1762732800000.json,2025-11-09,,,2025-11-09 16:06:00-08:00
1762732260000,5.816,12.3031,0,0,1,278,60.1,93,,58.07,60.1,30.03,30.1034,67,60300,8177,7419600,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 15:51:00-08:00
1762731360000,6.9345,14.0927,0,0,1,280,60.3,92,,57.96,60.3,30.03,30.1034,77,69300,8100,7359300,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 15:36:00-08:00
1762730460000,6.7108,14.3164,0,0,1,274,60.3,92,4.34,57.96,60.3,30.03,30.1034,98,88200,8002,7290000,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 15:21:00-08:00
1762729560000,6.0397,12.7505,0,0,1,278,60.8,91,,58.15,60.8,30.02,30.0933,109,98100,7893,7201800,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 15:06:00-08:00
1762728660000,6.2634,12.3031,0,0,1,275,61.3,90,,58.34,61.3,30.02,30.0933,134,120600,7759,7103700,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 14:51:00-08:00
1762727760000,5.5923,11.1847,0,0,1,271,61.7,90,,58.73,61.7,30.01,30.0832,197,177300,7562,6983100,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 14:36:00-08:00
1762726860000,5.816,11.1847,0,0,1,278,61.9,89,4.38,58.62,61.9,30.01,30.0831,206,185400,7356,6805800,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 14:21:00-08:00
1762725960000,5.145,11.6321,0,0,1,270,62.4,89,,59.11,62.4,30.01,30.0831,240,216000,7116,6620400,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 14:06:00-08:00
1762725060000,6.2634,13.6453,0,0,1,280,61.9,89,,58.62,61.9,30.01,30.0831,269,242100,6847,6404400,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 13:51:00-08:00
1762724160000,6.9345,13.1979,0,0,1,271,62.4,89,,59.11,62.4,30.01,30.0831,268,241200,6579,6162300,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 13:36:00-08:00
1762723260000,6.7108,12.5268,0,0,1,274,62.8,88,4.39,59.19,62.8,30.01,30.083,268,241200,6311,5921100,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 13:21:00-08:00
1762722360000,6.7108,12.0795,0,0,1,266,63.1,86,,58.84,63.1,30.01,30.083,347,312300,5964,5679900,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 13:06:00-08:00
1762721460000,6.4871,12.0795,0,0,1,264,63.7,85,,59.1,63.7,30.01,30.0829,378,340200,5586,5367600,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 12:51:00-08:00
1762720560000,5.5923,10.7373,0,0,1,266,63.7,85,,59.1,63.7,30.02,30.0929,446,401400,5140,5027400,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 12:36:00-08:00
1762719660000,5.5923,10.2899,0,0,1,261,63.5,85,4.42,58.91,63.5,30.02,30.0929,414,372600,4308,4249800,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 12:21:00-08:00
1762718760000,6.0397,10.2899,0,0,1,274,63.5,85,,58.91,63.5,30.03,30.103,418,376200,4722,4253400,,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,America/Los_Angeles,True,2025-11-09 12:06:00-08:00
1762717860000,6.0397,10.7373,0,0,1,253,63.5,85,4.46,58.91,63.5,30.04,30.113,387,348300,3921,3877200,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 11:51:00-08:00
1762716960000,5.5923,10.0662,0,0,1,264,63.9,84,,58.97,63.9,30.04,30.1129,474,426600,3039,3161700,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 11:36:00-08:00
1762716060000,5.3686,9.1714,0,0,1,252,63.1,86,,58.84,63.1,30.04,30.113,408,367200,3513,3102300,,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,America/Los_Angeles,True,2025-11-09 11:21:00-08:00
1762715160000,4.9213,8.053,0,0,1,241,62.6,87,4.52,58.67,62.6,30.04,30.1131,440,396000,2599,2735100,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 11:06:00-08:00
1762714260000,4.6976,8.053,0,0,1,227,62.2,87,,58.28,62.2,30.04,30.1132,512,460800,2087,2339100,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 10:51:00-08:00
1762713360000,4.4739,6.7108,0,0,1,233,61.7,88,,58.11,61.7,30.05,30.1233,473,425700,1614,1878300,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 10:36:00-08:00
1762712460000,2.0132,6.9345,0,0,1,280,61.5,89,4.39,58.22,61.5,30.06,30.1333,340,306000,1274,1452600,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 10:21:00-08:00
1762711560000,1.7895,6.0397,0,0,1,283,60.6,90,,57.65,60.6,30.07,30.1435,239,215100,1035,1146600,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 10:06:00-08:00
1762710660000,0.8948,6.0397,0,0,1,274,60.4,92,,58.06,60.4,30.07,30.1435,170,153000,865,931500,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 09:51:00-08:00
1762709760000,2.6843,7.1582,0,0,1,241,60.1,92,,57.77,60.1,30.07,30.1435,173,155700,562,661500,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 09:36:00-08:00
1762708860000,2.6843,8.053,0,0,1,277,59.9,93,4.25,57.87,59.9,30.07,30.1436,130,117000,735,622800,,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,America/Los_Angeles,True,2025-11-09 09:21:00-08:00
1762707960000,3.3554,7.6056,0,0,1,277,59.4,94,,57.67,59.4,30.06,30.1336,117,105300,445,505800,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 09:06:00-08:00
1762707060000,2.6843,7.1582,0,0,1,275,59.2,95,,57.77,59.2,30.06,30.1336,105,94500,340,400500,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 08:51:00-08:00
1762706160000,2.2369,5.5923,0,0,1,275,59.0,95,4.23,57.57,59.0,30.06,30.1337,94,84600,246,306000,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 08:36:00-08:00
1762705260000,1.7895,6.0397,0,0,1,290,59.2,95,,57.77,59.2,30.06,30.1336,76,68400,170,221400,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 08:21:00-08:00
1762704360000,2.4606,6.7108,0,0,1,281,59.2,95,,57.77,59.2,30.06,30.1336,57,51300,113,153000,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 08:06:00-08:00
1762703460000,1.1185,3.8028,0,0,1,289,59.0,95,,57.57,59.0,30.06,30.1337,44,39600,69,101700,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 07:51:00-08:00
1762702560000,0.4474,2.6843,0,0,1,289,58.8,95,4.23,57.37,58.8,30.05,30.1237,31,27900,38,62100,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 07:36:00-08:00
1762701660000,0.0,0.0,0,0,1,289,58.5,95,,57.07,58.5,30.05,30.1237,21,18900,17,34200,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 07:21:00-08:00
1762700760000,1.1185,5.3686,0,0,1,297,58.3,95,,56.87,58.3,30.04,30.1137,12,10800,5,15300,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 07:06:00-08:00
1762699860000,0.0,0.0,0,0,1,56,58.5,95,,57.07,58.5,30.03,30.1037,5,4500,0,4500,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 06:51:00-08:00
1762698960000,0.0,0.0,0,0,1,56,58.5,95,4.23,57.07,58.5,30.02,30.0936,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 06:36:00-08:00
1762698060000,0.0,0.0,0,0,1,56,58.5,95,,57.07,58.5,30.02,30.0936,0,0,5,0,,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,America/Los_Angeles,True,2025-11-09 06:21:00-08:00
1762697160000,0.2237,1.7895,0,0,1,56,58.5,95,,57.07,58.5,30.02,30.0936,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 06:06:00-08:00
1762696260000,0.0,2.6843,0,0,1,56,58.6,95,4.24,57.17,58.6,30.02,30.0936,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 05:51:00-08:00
1762695360000,0.0,0.0,0,0,1,56,58.8,95,,57.37,58.8,30.02,30.0936,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 05:36:00-08:00
1762694460000,0.4474,3.1317,0,0,1,56,59.0,94,,57.27,59.0,30.01,30.0836,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 05:21:00-08:00
1762693560000,0.0,2.4606,0,0,1,56,59.2,94,,57.47,59.2,30.01,30.0835,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 05:06:00-08:00
1762692660000,0.6711,3.1317,0,0,1,56,59.2,94,4.25,57.47,59.2,30.01,30.0835,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 04:51:00-08:00
1762691760000,0.2237,2.6843,0,0,1,56,59.5,94,,57.77,59.5,30.01,30.0835,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 04:36:00-08:00
1762690860000,0.2237,2.2369,0,0,1,56,59.7,94,,57.97,59.7,30.01,30.0835,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 04:21:00-08:00
1762689960000,0.0,2.4606,0,0,1,56,59.7,93,,57.67,59.7,30.0,30.0734,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 04:06:00-08:00
1762689060000,0.0,2.0132,0,0,1,56,60.1,93,4.25,58.07,60.1,30.0,30.0734,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 03:51:00-08:00
1762688160000,0.2237,2.4606,0,0,1,56,60.3,93,,58.27,60.3,30.0,30.0733,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 03:36:00-08:00
1762687260000,0.0,1.7895,0,0,1,56,60.6,93,,58.56,60.6,30.0,30.0733,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 03:21:00-08:00
1762686360000,0.2237,2.2369,0,0,1,56,60.8,93,,58.76,60.8,30.01,30.0833,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 03:06:00-08:00
1762685460000,0.0,2.2369,0,0,1,56,60.8,93,4.26,58.76,60.8,30.01,30.0833,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 02:51:00-08:00
