dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,local_time
1760856420000,0.0,0.0,0,0,1,243,55.9,81,4.3,50.15,55.9,30.01,30.1075,0,0,34,4718700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760832000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760832000000.json,2025-10-18,2025-10-18 23:47:00-07:00
1760855520000,0.0,0.0,0,0,1,243,56.1,81,,50.35,56.1,30.01,30.1074,0,0,34,4718700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760832000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760832000000.json,2025-10-18,2025-10-18 23:32:00-07:00
1760854620000,0.0,0.0,0,0,1,243,56.5,81,,50.74,56.5,30.01,30.1073,0,0,34,4718700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760832000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760832000000.json,2025-10-18,2025-10-18 23:17:00-07:00
1760853720000,0.0,0.0,0,0,1,243,56.7,81,,50.93,56.7,30.01,30.1073,0,0,34,4718700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760832000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760832000000.json,2025-10-18,2025-10-18 23:02:00-07:00
1760852820000,0.0,0.0,0,0,1,243,56.8,80,4.31,50.7,56.8,30.01,30.1073,0,0,34,4718700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760832000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760832000000.json,2025-10-18,2025-10-18 22:47:00-07:00
1760851920000,0.0,0.0,0,0,1,243,57.4,80,,51.28,57.4,30.01,30.1072,0,0,34,4718700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760832000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760832000000.json,2025-10-18,2025-10-18 22:32:00-07:00
1760851020000,0.0,0.0,0,0,1,243,58.1,80,,51.96,58.1,30.01,30.107,0,0,34,4718700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760832000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760832000000.json,2025-10-18,2025-10-18 22:17:00-07:00
1760850120000,0.0,0.0,0,0,1,243,58.6,80,,52.45,58.6,30.01,30.107,0,0,34,4718700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760832000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760832000000.json,2025-10-18,2025-10-18 22:02:00-07:00
1760849220000,0.0,0.0,0,0,1,243,59.2,78,4.32,52.34,59.2,30.01,30.1068,0,0,34,4718700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760832000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760832000000.json,2025-10-18,2025-10-18 21:47:00-07:00
1760848320000,0.0,0.0,0,0,1,243,59.7,77,,52.48,59.7,30.01,30.1067,0,0,34,4718700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760832000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760832000000.json,2025-10-18,2025-10-18 21:32:00-07:00
1760847420000,0.0,0.0,0,0,1,243,60.3,74,,51.98,60.3,30.01,30.1066,0,0,34,4718700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760832000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760832000000.json,2025-10-18,2025-10-18 21:17:00-07:00
1760846520000,0.0,0.0,0,0,1,243,61.2,73,,52.47,61.2,30.0,30.0964,0,0,34,4718700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760832000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760832000000.json,2025-10-18,2025-10-18 21:02:00-07:00
1760845620000,0.0,0.0,0,0,1,243,62.6,71,4.33,53.06,62.6,30.0,30.0962,0,0,34,4718700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760832000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760832000000.json,2025-10-18,2025-10-18 20:47:00-07:00
1760844720000,0.0,0.0,0,0,1,243,63.7,69,,53.33,63.7,29.99,30.0859,0,0,34,4718700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760832000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760832000000.json,2025-10-18,2025-10-18 20:32:00-07:00
1760843820000,0.0,0.0,0,0,1,243,64.4,72,,55.17,64.4,29.99,30.0858,0,0,34,4718700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760832000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760832000000.json,2025-10-18,2025-10-18 20:17:00-07:00
