dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,batt1volts,lastRain,local_time
1759819620000,0.0,0.0,0,0,1,227,57.4,95,55.98,57.4,29.87,29.9667,0,0,0,5453100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759795200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759795200000.json,2025-10-06,,,2025-10-06 23:47:00-07:00
1759818720000,0.0,0.0,0,0,1,227,57.6,94,55.88,57.6,29.87,29.9667,0,0,0,5453100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759795200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759795200000.json,2025-10-06,4.31,,2025-10-06 23:32:00-07:00
1759817820000,0.0,0.0,0,0,1,227,57.9,93,55.89,57.9,29.87,29.9666,0,0,0,5453100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759795200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759795200000.json,2025-10-06,,,2025-10-06 23:17:00-07:00
1759816920000,0.0,0.0,0,0,1,227,58.1,93,56.09,58.1,29.86,29.9566,0,0,0,5453100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759795200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759795200000.json,2025-10-06,,,2025-10-06 23:02:00-07:00
1759816020000,0.0,0.0,0,0,1,227,58.3,93,56.28,58.3,29.86,29.9565,0,0,0,5453100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759795200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759795200000.json,2025-10-06,,,2025-10-06 22:47:00-07:00
1759815120000,0.0,0.0,0,0,1,227,58.6,93,56.58,58.6,29.86,29.9565,0,0,0,5453100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759795200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759795200000.json,2025-10-06,4.31,,2025-10-06 22:32:00-07:00
1759814220000,0.0,0.0,0,0,1,227,58.5,94,56.78,58.5,29.86,29.9565,0,0,0,5453100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759795200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759795200000.json,2025-10-06,,,2025-10-06 22:17:00-07:00
1759813320000,0.0,1.1185,0,0,1,227,58.3,94,56.58,58.3,29.86,29.9565,0,0,0,5453100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759795200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759795200000.json,2025-10-06,,,2025-10-06 22:02:00-07:00
1759812420000,0.0,0.0,0,0,1,227,58.6,94,56.88,58.6,29.86,29.9565,0,0,0,5453100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759795200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759795200000.json,2025-10-06,,,2025-10-06 21:47:00-07:00
1759811520000,0.0,0.0,0,0,1,227,59.0,93,56.98,59.0,29.85,29.9464,0,0,0,5453100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759795200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759795200000.json,2025-10-06,4.32,,2025-10-06 21:32:00-07:00
1759810620000,0.0,0.0,0,0,1,227,59.4,92,57.07,59.4,29.85,29.9463,0,0,0,5453100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759795200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759795200000.json,2025-10-06,,,2025-10-06 21:17:00-07:00
1759809720000,0.0,0.0,0,0,1,227,59.9,91,57.26,59.9,29.85,29.9462,0,0,0,5453100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759795200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759795200000.json,2025-10-06,,,2025-10-06 21:02:00-07:00
1759808820000,0.0,0.0,0,0,1,227,60.6,91,57.96,60.6,29.84,29.936,0,0,0,5453100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759795200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759795200000.json,2025-10-06,,,2025-10-06 20:47:00-07:00
