dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,lastRain,local_time
1761806820000,0.0,0.0,0,0,1,225,57.9,78,4.32,51.08,57.9,29.96,30.0569,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 23:47:00-07:00
1761805920000,0.0,0.0,0,0,1,225,58.6,77,,51.41,58.6,29.96,30.0568,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 23:32:00-07:00
1761805020000,0.0,0.0,0,0,1,225,59.2,77,,51.99,59.2,29.96,30.0567,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 23:17:00-07:00
1761804120000,0.0,0.0,0,0,1,225,59.4,78,,52.54,59.4,29.96,30.0566,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 23:02:00-07:00
1761803220000,0.0,0.0,0,0,1,225,59.5,82,4.33,54.0,59.5,29.96,30.0566,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 22:47:00-07:00
1761802320000,0.0,0.0,0,0,1,225,59.5,86,,55.31,59.5,29.96,30.0566,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 22:32:00-07:00
1761801420000,0.0,0.0,0,0,1,225,59.9,87,,56.02,59.9,29.96,30.0565,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 22:17:00-07:00
1761800520000,0.0,0.0,0,0,1,225,60.4,87,,56.51,60.4,29.96,30.0565,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 22:02:00-07:00
1761799620000,0.0,1.1185,0,0,1,225,60.4,89,4.33,57.14,60.4,29.95,30.0464,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 21:47:00-07:00
1761798720000,0.4474,1.3422,0,0,1,225,59.7,90,,56.76,59.7,29.95,30.0466,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 21:32:00-07:00
1761797820000,0.0,0.0,0,0,1,225,59.4,88,,55.84,59.4,29.95,30.0466,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 21:17:00-07:00
1761796920000,0.0,0.0,0,0,1,225,59.4,86,,55.21,59.4,29.95,30.0466,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 21:02:00-07:00
1761796020000,0.0,0.0,0,0,1,225,60.1,87,4.33,56.22,60.1,29.94,30.0364,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 20:47:00-07:00
1761795120000,0.0,0.0,0,0,1,225,60.6,87,,56.71,60.6,29.94,30.0364,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 20:32:00-07:00
1761794220000,0.0,0.0,0,0,1,225,60.6,85,,56.06,60.6,29.94,30.0364,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 20:17:00-07:00
1761793320000,0.0,1.3422,0,0,1,225,61.0,84,,56.13,61.0,29.94,30.0363,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 20:02:00-07:00
1761792420000,0.0,0.0,0,0,1,225,61.7,84,4.33,56.81,61.7,29.94,30.0361,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 19:47:00-07:00
1761791520000,0.0,0.0,0,0,1,225,62.1,82,,56.54,62.1,29.94,30.0361,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 19:32:00-07:00
1761790620000,0.0,1.5659,0,0,1,225,62.8,82,,57.22,62.8,29.94,30.0359,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 19:17:00-07:00
1761789720000,0.0,0.0,0,0,1,225,63.5,80,,57.21,63.5,29.94,30.0358,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 19:02:00-07:00
1761788820000,0.0,0.0,0,0,1,225,64.4,80,4.34,58.09,64.4,29.93,30.0256,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 18:47:00-07:00
1761787920000,0.0,0.0,0,0,1,225,65.7,80,,59.35,65.7,29.93,30.0254,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 18:32:00-07:00
1761787020000,0.0,0.0,0,0,1,225,66.4,78,,59.32,66.4,29.94,30.0353,0,0,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 18:17:00-07:00
1761786120000,0.0,0.0,0,0,1,225,67.1,77,,59.64,67.1,29.94,30.0352,1,180,93,4564800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 18:02:00-07:00
1761785220000,1.1185,2.2369,0,0,1,225,67.6,76,4.34,59.76,67.6,29.93,30.025,4,720,93,4563900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 17:47:00-07:00
1761784320000,1.3422,2.6843,0,0,1,225,68.4,75,,60.16,68.47,29.93,30.0249,7,1260,93,4560300,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 17:32:00-07:00
1761783420000,2.0132,2.6843,0,0,1,225,69.1,73,,60.07,69.14,29.93,30.0248,10,1800,93,4554000,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 17:17:00-07:00
1761782520000,1.7895,2.908,0,0,1,225,70.0,74,,61.32,70.18,29.93,30.0246,14,2520,93,4545000,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761782400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761782400000.json,2025-10-29,,2025-10-29 17:02:00-07:00
1761781620000,2.0132,3.3554,0,0,1,225,71.8,68,4.35,60.66,71.88,29.93,30.0243,17,3060,93,4532400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 16:47:00-07:00
1761780720000,2.4606,3.8028,0,0,1,225,75.4,51,,56.0,75.04,29.93,30.0237,22,3960,93,4517100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 16:32:00-07:00
1761779820000,2.4606,3.8028,0,0,1,225,77.2,38,,49.61,76.41,29.93,30.0233,48,8640,93,4497300,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 16:17:00-07:00
1761778920000,1.7895,2.908,0,0,1,225,77.7,33,,46.28,76.72,29.93,30.0233,153,27540,93,4454100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 16:02:00-07:00
1761778020000,1.1185,2.6843,0,0,1,225,77.7,31,4.37,44.64,76.63,29.93,30.0233,52,9360,93,4316400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 15:47:00-07:00
1761777120000,0.2237,2.0132,0,0,1,225,77.7,34,,47.08,76.77,29.93,30.0233,32,5760,93,4269600,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 15:32:00-07:00
1761776220000,0.4474,2.4606,0,0,1,225,78.8,30,,44.73,77.79,29.93,30.0231,42,7560,93,4240800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 15:17:00-07:00
1761775320000,1.1185,4.2502,0,0,1,225,80.1,27,,43.08,79.05,29.94,30.0329,42,7560,93,4203000,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 15:02:00-07:00
1761774420000,0.2237,2.2369,0,0,1,225,80.8,26,4.46,42.69,79.41,29.94,30.0327,96,17280,93,4165200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 14:47:00-07:00
1761773520000,1.3422,3.3554,0,0,1,225,80.8,26,,42.69,79.41,29.94,30.0327,260,46800,93,4078800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 14:32:00-07:00
1761772620000,1.7895,4.0265,0,0,1,225,81.1,26,,42.95,79.6,29.95,30.0427,361,64980,93,3844800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 14:17:00-07:00
1761771720000,1.7895,4.0265,0,0,1,225,81.5,26,,43.28,79.86,29.95,30.0427,406,73080,93,3519900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 14:02:00-07:00
1761770820000,1.5659,3.3554,0,0,1,225,82.0,24,4.63,41.62,80.07,29.96,30.0526,606,109080,93,3154500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 13:47:00-07:00
1761769920000,0.4474,2.6843,0,0,1,195,81.5,24,,41.2,79.74,29.97,30.0627,620,111600,93,2609100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 13:32:00-07:00
1761769020000,0.8948,3.5791,0,0,1,193,80.8,26,,42.69,79.41,29.98,30.0729,576,103680,93,2051100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 13:17:00-07:00
1761768120000,1.1185,3.8028,0,0,1,193,80.8,26,,42.69,79.41,29.98,30.0729,435,78300,93,1532700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 13:02:00-07:00
1761767220000,0.6711,3.5791,0,0,1,193,81.0,25,4.49,41.84,79.48,29.99,30.0829,249,44820,93,1141200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 12:47:00-07:00
1761766320000,0.0,2.4606,0,0,1,193,81.0,24,,40.79,79.42,30.0,30.0929,119,21420,93,917100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 12:32:00-07:00
1761765420000,0.2237,2.4606,0,0,1,193,80.4,24,,40.28,79.05,30.01,30.103,130,23400,93,810000,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 12:17:00-07:00
1761764520000,0.4474,2.908,0,0,1,193,79.7,25,,40.75,78.54,30.01,30.1032,119,21420,93,693000,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 12:02:00-07:00
1761763620000,1.1185,3.1317,0,0,1,193,78.6,27,4.31,41.8,77.43,30.02,30.1134,83,14940,93,585900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 11:47:00-07:00
1761762720000,2.2369,3.5791,0,0,1,193,77.9,29,,43.06,76.75,30.02,30.1135,41,7380,0,36900,,,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,2025-10-14T14:47:00.000Z,2025-10-29 11:32:00-07:00
1761761820000,1.3422,3.1317,0,0,1,193,77.4,31,,44.38,76.3,30.02,30.1136,61,10980,281,474300,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 11:17:00-07:00
1761760920000,2.2369,3.1317,0,0,1,193,76.5,34,,46.03,75.45,30.03,30.1238,74,13320,281,419400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 11:02:00-07:00
1761760020000,0.4474,2.6843,0,0,1,193,75.2,36,4.31,46.4,74.11,30.03,30.124,89,16020,281,352800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 10:47:00-07:00
1761759120000,1.1185,2.4606,0,0,1,193,72.7,40,,46.97,71.55,30.03,30.1244,63,11340,281,272700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 10:32:00-07:00
1761758220000,0.0,2.4606,0,0,1,193,69.4,50,,49.94,68.39,30.04,30.1351,51,9180,143,216000,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 10:17:00-07:00
1761757320000,0.0,0.0,0,0,1,193,67.6,59,,52.75,67.6,30.04,30.1354,30,5400,120,170100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 10:02:00-07:00
1761756420000,0.0,0.0,0,0,1,193,65.1,67,4.27,53.86,65.1,30.04,30.1358,32,5760,120,143100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 09:47:00-07:00
1761755520000,0.0,0.0,0,0,1,193,61.9,71,,52.39,61.9,30.04,30.1364,25,4500,120,114300,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 09:32:00-07:00
1761754620000,0.0,0.0,0,0,1,193,58.1,73,,49.49,58.1,30.04,30.1371,23,4140,120,91800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-29,,2025-10-29 09:17:00-07:00
